Order_ID,Customer_ID,Customer_Name,Gender,Age,Customer_Segment,Country,State,City,Category,Sub_Category,Product,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Shipping_Cost,Sales,Cost,Profit,Payment_Method,Order_Status,Order_Date,Delivery_Date,Customer_Rating
ORD-1006893,CUST-25903,Aarav Gupta,Male,36.0,Premium,India,West Bengal,Kolkata,Fashion,Men,Shoes,1181.15,1,10.0,118.11,171.42,1234.46,951.61,282.85,UPI,Delivered,2024-10-04,2024-10-10,2.0
ORD-1006894,CUST-33808,Arjun Thomas,Male,59.0,VIP,Australia,New South Wales,Sydney,Grocery,Beverages,Rice Pack,2789.18,2,5.0,278.92,165.6,5465.04,4872.59,592.45,Credit Card,Delivered,2026-08-07,2026-08-14,4.3
ORD-1006895,CUST-17028,Arjun Kumar,Male,19.0,Premium,India,Gujarat,Ahmedabad,Home & Kitchen,Furniture,Storage Box,12679.82,1,5.0,633.99,5.72,12051.55,9706.37,2345.18,Credit Card,Delivered,2024-04-11,2024-04-16,2.5
ORD-1006896,CUST-31200,Kavya Kumar,Male,24.0,New,India,West Bengal,Kolkata,Home & Kitchen,Home Decor,Office Chair,7981.2,1,10.0,798.12,215.85,7398.93,6879.27,519.66,Credit Card,Delivered,2026-01-17,2026-01-25,4.5
ORD-1006897,CUST-22896,Vivaan Patel,Male,43.0,VIP,India,Delhi,Delhi,Books,Education,Children Book,3160.32,1,10.0,316.03,89.79,2934.08,2402.65,531.43,,Delivered,2024-03-26,2024-03-30,3.9
ORD-1006898,CUST-13482,Arjun Wilson,Male,34.0,New,Canada,Alberta,Calgary,Home & Kitchen,Home Decor,Office Chair,16282.48,2,40.0,13025.98,237.46,19776.44,24871.4,-5094.96,UPI,Delivered,2024-12-07,2024-12-15,3.9
ORD-1006899,CUST-31250,Aditya Singh,Female,34.0,New,Australia,New South Wales,Sydney,Books,Education,Science Book,1221.59,1,5.0,61.08,299.62,1460.13,1172.63,287.5,Wallet,Delivered,2025-02-26,2025-03-01,4.1
ORD-1006900,CUST-17091,James Singh,,53.0,VIP,India,Maharashtra,Mumbai,Grocery,Food,Breakfast Cereal,2488.42,3,10.0,746.53,120.79,6839.52,6607.12,232.4,Wallet,Delivered,2025-10-07,2025-10-13,4.5
ORD-1006901,CUST-28111,Sophia Thomas,Female,60.0,Premium,Australia,New South Wales,Sydney,Electronics,Wearable,Headphones,77748.02,2,0.0,0.0,335.24,155831.28,133513.87,22317.41,debit card,Delivered,2025-03-02,2025-03-06,4.4
ORD-1006902,CUST-25630,Aarav Anderson,Male,23.0,New,United Kingdom,England,Manchester,Beauty,Fragrance,Makeup Kit,2864.05,2,10.0,572.81,148.34,5303.63,4084.81,1218.82,Debit Card,Delivered,2025-11-07,2025-11-16,3.7
ORD-1006903,CUST-24166,Sophia Singh,Male,20.0,Regular,Canada,Ontario,Toronto,Grocery,Beverages,Coffee,367.64,2,0.0,0.0,233.39,968.67,757.87,210.8,UPI,Delivered,2024-11-17,2024-11-22,4.1
ORD-1006904,CUST-20952,Olivia Patel,Female,57.0,Regular,Australia,Victoria,Melbourne,Beauty,Fragrance,Face Cream,8075.83,1,10.0,807.58,275.28,7543.53,5510.92,2032.61,Debit Card,Cancelled,2026-04-07,2026-04-14,5.0
ORD-1006905,CUST-12959,Noah Smith,Female,45.0,Regular,Australia,Queensland,Brisbane,Beauty,Haircare,Makeup Kit,7333.29,1,0.0,0.0,169.09,7502.38,4823.16,2679.22,Net Banking,Delivered,2025-04-28,2025-05-05,3.5
ORD-1006906,CUST-21314,James Singh,Male,70.0,Regular,Australia,Queensland,Brisbane,Fashion,Footwear,Jacket,1536.86,4,,1229.49,274.53,5192.48,4878.54,313.94,Cash on Delivery,Delivered,2024-08-29,2024-09-03,3.7
ORD-1006907,CUST-20477,William Gupta,Female,27.0,New,Canada,British Columbia,Vancouver,Sports,Fitness,Football,10829.23,1,25.0,2707.31,290.03,8411.95,8473.29,-61.34,Net Banking,Delivered,2025-09-02,2025-09-11,3.2
ORD-1006908,CUST-27580,Arjun Johnson,Male,68.0,Regular,Canada,Quebec,Montreal,Electronics,Computer,Laptop,19910.39,2,0.0,0.0,236.85,40057.63,35204.8,4852.83,Net Banking,Delivered,2024-12-22,2024-12-31,4.4
ORD-1006909,CUST-30442,Emma Singh,Male,60.0,Premium,United Kingdom,England,Birmingham,Beauty,Cosmetics,Face Cream,10731.83,4,25.0,10731.83,203.14,32398.63,32471.3,-72.67,Credit Card,Returned,2024-08-22,2024-08-28,4.1
ORD-1006910,CUST-25828,Ananya Anderson,Male,21.0,Regular,India,Delhi,Delhi,Fashion,Accessories,Shoes,,2,10.0,1184.15,95.05,10752.38,8035.44,2716.94,UPI,Delivered,2024-09-24,2024-09-28,3.3
ORD-1006911,CUST-18762,Ava Reddy,Male,22.0,Regular,United States,New York,New York,Electronics,Wearable,Smartwatch,54411.97,1,10.0,5441.2,229.8,49200.57,49250.57,-50.0,Credit Card,Returned,2024-07-17,2024-07-24,3.4
ORD-1006912,CUST-24056,Noah Thomas,Female,33.0, New ,India,Telangana,Hyderabad,Grocery,Food,Cooking Oil,3088.0,1,0.0,0.0,93.91,3181.91,2682.29,499.62,UPI,Returned,2023-01-18,2023-01-22,4.6
ORD-1006913,CUST-22828,Priya Wilson,Male,34.0,Regular,United States,Arizona,Phoenix,Books,Education,Biography,835.96,1,15.0,125.39,245.69,956.26,828.05,128.21,Net Banking,Delivered,2026-05-29,2026-06-02,4.0
ORD-1006914,CUST-28861,Saurabh Reddy,Male,43.0,Premium,India,Telangana,Hyderabad,Grocery,Beverages,Breakfast Cereal,1515.87,4,10.0,606.35,81.01,5538.14,5284.43,253.71,Wallet,Delivered,2025-01-20,2025-01-28,
ORD-1006915,CUST-26911,Emma Thomas,Female,69.0,New,India,Delhi,Delhi,Grocery,Household,Snacks Pack,2535.58,2,10.0,507.12,197.12,4761.16,4819.43,-58.27,Wallet,Delivered,2025-03-24,2025-03-27,2.0
ORD-1006916,CUST-25785,Vivaan Gupta,Male,33.0,New,United Kingdom,England,London,Electronics,Wearable,Bluetooth Speaker,78489.38,1,15.0,11773.41,266.54,66982.51,65025.01,1957.5,Cash on Delivery,Delivered,2025-02-21,2025-02-28,3.4
ORD-1006917,CUST-31773,Vivaan Thomas,Female,47.0,New,United Kingdom,England,Liverpool,Grocery,Household,Cooking Oil,491.46,1,0.0,0.0,423.85,915.31,548.88,366.43,Net Banking,Delivered,2025-07-18,2025-07-23,3.2
ORD-1006918,CUST-11773,Aditya Thomas,Male,38.0, Regular ,United Kingdom,England,Manchester,Home & Kitchen,Home Decor,Table Lamp,4271.16,2,10.0,854.23,342.29,8030.38,6247.4,1782.98,Debit Card,Delivered,2026-08-30,2026-09-04,4.3
ORD-1006919,CUST-33384,Aarav Patel,Female,35.0,New,India,Tamil Nadu,Chennai,Grocery,Household,Coffee,1778.29,2,10.0,355.66,29.47,3230.39,2992.41,237.98,UPI,Delivered,2024-05-09,2024-05-14,3.7
ORD-1006920,CUST-15620,William Singh,Female,38.0,Regular,India,Maharashtra,Pune,Grocery,Food,Coffee,1001.86,2,30.0,601.12,97.75,1500.35,1727.03,-226.68,Wallet,Delivered,2023-03-12,2023-03-16,2.6
ORD-1006921,CUST-20093,Saurabh Taylor,Male,30.0,New,United States,Texas,Houston,Beauty,Skincare,Face Cream,984.98,2,5.0,98.5,219.8,2091.26,1554.5,536.76,Cash on Delivery,Delivered,2024-11-04,2024-11-09,4.5
ORD-1006922,CUST-25810,Liam Singh,Male,29.0,Regular,United States,California,Los Angeles,Grocery,Food,Dry Fruits,90.34,5,0.0,0.0,340.86,792.56,669.94,122.62,Cash on Delivery,Delivered,2023-05-22,2023-05-29,3.9
ORD-1006923,CUST-12513,Noah Reddy,Female,58.0,Regular,Canada,Alberta,Calgary,Home & Kitchen,Furniture,Table Lamp,16911.59,1,25.0,4227.9,145.56,12829.25,13184.99,-355.74,Cash on Delivery,Delivered,2025-01-11,2025-01-18,3.9
ORD-1006924,CUST-34437,Arjun Patel,Male,68.0,Premium,United States,Arizona,Phoenix,Electronics,Computer,Headphones,53694.28,1,20.0,10738.86,230.22,43185.64,44580.69,-1395.05,UPI,Delivered,2025-06-04,2025-06-12,3.8
ORD-1006925,CUST-23726,Saurabh Johnson,Male,49.0,Premium,United States,Texas,Houston,Home & Kitchen,Furniture,Office Chair,13980.59,3,10.0,4194.18,210.8,37958.39,35766.18,2192.21,Cash on Delivery,Delivered,2024-10-31,2024-11-06,
ORD-1006926,CUST-25707,Noah Johnson,Female,61.0,New,United Kingdom,England,London,Books,Fiction,Biography,1707.47,2,10.0,341.49,210.38,3283.83,2675.85,607.98,Cash on Delivery,Delivered,2025-03-06,2025-03-11,4.0
ORD-1006927,CUST-21206,Vivaan Sharma,Female,34.0,Regular,India,Maharashtra,Mumbai,Books,Education,Business Book,168.28,1,15.0,25.24,106.21,249.25,198.78,50.47,UPI,Delivered,2024-03-04,2024-03-10,5.0
ORD-1006928,CUST-21517,Sophia Anderson,Male,63.0,,India,Tamil Nadu,Chennai,Sports,Outdoor,Cricket Bat,12905.63,2,5.0,1290.56,171.32,24692.02,20735.23,3956.79,credit card,Delivered,2023-05-17,2023-05-20,3.6
ORD-1006929,CUST-34850,Ava Singh,Male,57.0,New,Australia,Queensland,Brisbane,Electronics,Computer,Tablet,70971.55,2,15.0,21291.47,258.05,120909.68,120275.86,633.82,Cash on Delivery,Delivered,2024-02-16,2024-02-24,2.7
ORD-1006930,CUST-25965,James Gupta,Female,48.0,Regular,Canada,Alberta,Calgary,Electronics,Computer,Tablet,80668.55,1,5.0,4033.43,311.82,76946.94,70169.84,6777.1,Net Banking,Delivered,2024-01-13,2024-01-17,4.1
ORD-1006931,CUST-16197,Liam Reddy,Female,52.0,VIP,India,Tamil Nadu,Chennai,Sports,Team Sports,Football,12206.58,3,5.0,1830.99,182.97,34971.72,28522.99,6448.73,Credit Card,Cancelled,2023-09-21,2023-09-26,3.7
ORD-1006932,CUST-11688,Aditya Anderson,Male,28.0,Regular,India,West Bengal,Kolkata,Electronics,Mobile,Smartwatch,68720.94,1,30.0,20616.28,53.26,48157.92,58150.02,-9992.1,UPI,Cancelled,2023-10-28,,3.2
ORD-1006933,CUST-28180,Olivia Brown,Male,,,Canada,Alberta,Calgary,Beauty,Fragrance,Sunscreen,2048.75,1,20.0,409.75,373.25,2012.25,1641.88,370.37,Credit Card,Delivered,2023-03-18,2023-03-25,4.0
ORD-1006934,CUST-19044,Ananya Singh,Male,69.0,Premium,India,Tamil Nadu,Chennai,Fashion,Men,Dress,2836.44,2,5.0,283.64,0.0,5389.24,4897.59,491.65,Credit Card,Delivered,2023-08-13,2023-08-17,2.1
ORD-1006935,CUST-19577,Sophia Wilson,Male,31.0,Regular,Australia,Western Australia,Perth,Home & Kitchen,Kitchen,Storage Box,4454.32,2,15.0,1336.3,306.84,7879.18,7607.11,272.07,Net Banking,Delivered,2025-03-10,2025-03-20,2.8
ORD-1006936,CUST-21313,James Patel,Female,52.0,Regular,India,Telangana,Hyderabad,Beauty,Cosmetics,Sunscreen,6230.79,1,15.0,934.62,85.53,5381.7,4639.87,741.83,Credit Card,Cancelled,2026-01-31,2026-02-07,4.2
ORD-1006937,CUST-28883,Olivia Sharma,,67.0,,India,Maharashtra,Mumbai,Books,Non-Fiction,Science Book,1894.63,1,5.0,94.73,0.0,1799.9,1558.33,241.57,Net Banking,Delivered,2025-05-15,2025-05-19,3.2
ORD-1006938,CUST-31254,Saurabh Taylor,Female,70.0,Regular,United States,Arizona,Phoenix,Electronics,Mobile,Laptop,86033.39,2,15.0,25810.02,192.36,146449.12,153369.73,-6920.61,Net Banking,Delivered,2025-04-15,2025-04-20,4.5
ORD-1006939,CUST-33289,James Sharma,Male,41.0,Premium,India,West Bengal,Kolkata,Grocery,Food,Coffee,1818.98,1,30.0,545.69,207.77,1481.06,1650.9,-169.84,Net Banking,Delivered,2023-02-20,2023-02-23,4.4
ORD-1006940,CUST-21543,Liam Taylor,Male,48.0,Regular,India,Maharashtra,Mumbai,Fashion,Men,Jeans,1592.86,3,10.0,477.86,101.51,4402.23,3901.32,500.91,UPI,Delivered,2026-02-27,2026-03-07,3.7
ORD-1006941,CUST-14650,Vivaan Thomas,Other,55.0,,India,Karnataka,Bengaluru,Grocery,Beverages,Cooking Oil,757.31,1,10.0,75.73,192.47,874.05,834.81,39.24,Net Banking,Delivered,2025-05-02,2025-05-08,4.8
ORD-1006942,CUST-33774,Sophia Wilson,Male,34.0,Premium,United Kingdom,England,Liverpool,Beauty,Skincare,Makeup Kit,7815.53,1,15.0,1172.33,320.97,6964.17,5026.98,1937.19,Net Banking,Delivered,2023-07-09,2023-07-16,3.4
ORD-1006943,CUST-34533,Sophia Kumar,Male,48.0,Regular,Australia,Victoria,Melbourne,Books,Education,Business Book,806.98,2,10.0,161.4,319.42,1771.98,1444.58,327.4,UPI,Delivered,2023-11-20,2023-11-26,4.2
ORD-1006944,CUST-10882,Sophia Gupta,Female,40.0,Regular,United States,Texas,Houston,Fashion,Men,Jeans,4217.67,1,20.0,843.53,289.64,3663.78,3536.75,127.03,Net Banking,Delivered,2023-11-10,2023-11-13,4.5
ORD-1006945,CUST-34409,,Female,54.0,Regular,United Kingdom,England,Manchester,Electronics,Computer,Bluetooth Speaker,71377.86,2,10.0,14275.57,125.77,128605.92,123534.36,5071.56,Cash on Delivery,Cancelled,2026-08-18,2026-08-25,4.0
ORD-1006946,CUST-14345,James Sharma,Female,19.0,Regular,India,Gujarat,Ahmedabad,Fashion,Footwear,Handbag,1986.08,2,40.0,1588.86,110.84,2494.14,3080.45,-586.31,UPI,Delivered,2024-04-17,2024-04-21,3.5
ORD-1006947,CUST-20619,Rohan Smith,Male,34.0,VIP,India,,Chennai,Grocery,Household,Rice Pack,2461.75,2,10.0,492.35,0.0,4431.15,4243.77,187.38,Wallet,Delivered,2024-02-22,2024-02-23,3.8
ORD-1006948,CUST-12080,Liam Brown,Female,49.0,,United States,Illinois,Chicago,Electronics,Computer,Tablet,34405.46,1,0.0,0.0,221.47,34626.93,30465.68,4161.25,Wallet,Delivered,2024-08-13,2024-08-20,4.5
ORD-1006949,CUST-22061,Ava Reddy,Male,61.0,Regular,India,West Bengal,Kolkata,Electronics,Computer,Laptop,11832.23,5,10.0,5916.11,139.29,53384.33,54396.96,-1012.63,Net Banking,Delivered,2025-07-08,2025-07-15,3.6
ORD-1006950,CUST-19967,Priya Das,Female,,Premium,India,Tamil Nadu,Chennai,Beauty,Fragrance,Sunscreen,12564.44,2,10.0,2512.89,59.78,22675.77,19481.7,3194.07,Cash on Delivery,Delivered,2023-12-21,2023-12-22,5.0
ORD-1006951,CUST-20252,Priya Singh,Female,67.0,Premium,India,Maharashtra,Pune,Home & Kitchen,Kitchen,Mixer,718.45,1,30.0,215.53,126.01,628.93,616.47,12.46,,Delivered,2023-10-16,2023-10-21,5.0
ORD-1006952,CUST-23241,Olivia Singh,Male,52.0,New,United States,New York,New York,Home & Kitchen,Furniture,Table Lamp,2464.2,2,25.0,1232.1,287.21,3983.51,4437.32,-453.81,Net Banking,Cancelled,2025-09-23,2025-09-26,2.9
ORD-1006953,CUST-26628,Rahul Gupta,Female,33.0,Regular,United States,California,Los Angeles,Home & Kitchen,Home Decor,Table Lamp,3979.19,2,20.0,1591.68,283.82,6650.52,6793.36,-142.84,Debit Card,Delivered,2026-03-30,2026-04-05,3.4
ORD-1006954,CUST-34048,Liam Patel,Female,50.0,New,United States,Texas,Houston,Fashion,Women,Dress,3050.36,1,10.0,305.04,199.46,2944.78,2278.15,666.63,UPI,Delivered,2025-03-11,2025-03-19,3.1
ORD-1006955,CUST-17171,Saurabh Taylor,Male,50.0,Regular,India,West Bengal,Kolkata,Grocery,Food,Cooking Oil,851.48,2,0.0,0.0,34.66,1737.62,1477.97,259.65,Net Banking,Delivered,2025-05-12,2025-05-16,4.5
ORD-1006956,CUST-23415,Emma Brown,Female,35.0,Regular,Canada,Quebec,Montreal,Grocery,Household,Cooking Oil,850.95,1,20.0,170.19,272.83,953.59,983.45,-29.86,UPI,Delivered,2026-07-09,2026-07-16,2.8
ORD-1006957,CUST-16749,Saurabh Das,Female,45.0,Regular,United Kingdom,England,Manchester,Home & Kitchen,Home Decor,Table Lamp,17966.43,1,15.0,2694.96,324.86,15596.33,12635.51,2960.82,Wallet,Delivered,2024-11-17,2024-11-24,3.2
ORD-1006958,CUST-20330,Ava Patel,Male,29.0,Regular,United Kingdom,England,London,Home & Kitchen,Kitchen,Office Chair,3319.24,3,0.0,0.0,209.73,10167.45,7983.73,2183.72,Debit Card,Returned,2025-08-30,2025-09-06,4.9
ORD-1006959,CUST-21344,Emma Reddy,Male,,Regular,India,West Bengal,Kolkata,Fashion,Footwear,Dress,2963.33,2,5.0,296.33,153.48,5783.81,4460.5,1323.31,UPI,Delivered,2024-08-08,2024-08-16,5.0
ORD-1006960,CUST-28396,Priya Thomas,Male,47.0,Regular,India,Maharashtra,Pune,Beauty,Fragrance,Face Cream,10433.58,2,25.0,5216.79,188.94,15839.31,15561.24,278.07,Cash on Delivery,Delivered,2025-08-24,2025-08-30,3.5
ORD-1006961,CUST-31299,Saurabh Reddy,Male,45.0,,Australia,Victoria,Melbourne,Home & Kitchen,Kitchen,Cookware Set,12828.32,1,0.0,0.0,247.67,13075.99,10488.05,2587.94,UPI,Delivered,2024-10-30,2024-11-06,3.8
ORD-1006962,CUST-16376,Sophia Das,Female,35.0,Premium,United States,New York,New York,Beauty,Cosmetics,Shampoo,10059.79,1,5.0,502.99,385.98,9942.78,6562.44,3380.34,Wallet,Delivered,2023-09-23,2023-10-02,3.4
ORD-1006963,CUST-32401,Priya Brown,Female,50.0,Premium,Australia,New South Wales,Sydney,Home & Kitchen,Kitchen,Storage Box,1948.48,1,5.0,97.42,182.24,2033.3,1748.91,284.39,Wallet,Delivered,2024-05-07,2024-05-13,3.4
ORD-1006964,CUST-10702,Rohan Sharma,Female,19.0,Regular,United Kingdom,England,London,Sports,Team Sports,Dumbbell Set,13554.46,1,0.0,0.0,286.6,13841.06,12022.68,1818.38,UPI,Delivered,2026-02-19,2026-02-23,4.7
ORD-1006965,CUST-15530,Kavya Taylor,Female,,Premium,United Kingdom,England,London,Electronics,Computer,Smartphone,47338.28,3,25.0,35503.71,264.12,106775.25,116793.55,-10018.3,Wallet,Delivered,2025-09-21,2025-09-27,3.0
ORD-1006966,CUST-27600,William Thomas,Female,44.0,Premium,India,Maharashtra,Pune,Books,Fiction,Biography,544.28,1,5.0,27.21,53.34,570.41,489.82,80.59,Wallet,Delivered,2025-02-19,2025-02-20,3.0
ORD-1006967,CUST-32547,Emma Smith,Female,66.0,VIP,Australia,New South Wales,Sydney,Fashion,Women,Jacket,820.62,1,25.0,205.16,256.96,872.42,851.48,20.94,Net Banking,Delivered,2024-12-30,2025-01-06,3.3
ORD-1006968,CUST-10142,James Johnson,Male,18.0,Regular,United States,Arizona,Phoenix,Grocery,Food,Cooking Oil,2062.2,1,5.0,103.11,215.14,2174.23,1892.6,281.63,Cash on Delivery,Delivered,2024-10-23,2024-10-27,4.1
ORD-1006969,CUST-34691,Neha Brown,Male,23.0,Regular,Canada,Alberta,Calgary,Books,Education,Business Book,703.29,4,10.0,281.32,145.87,2677.71,2230.85,446.86,Net Banking,Delivered,2024-10-10,2024-10-20,4.4
ORD-1006970,CUST-26542,Aisha Gupta,Female,53.0,Premium,India,Delhi,Delhi,Books,Fiction,Textbook,2781.76,2,0.0,0.0,148.0,5711.52,5029.58,681.94,UPI,Delivered,2023-10-16,2023-10-22,3.7
ORD-1006971,CUST-21125,Kavya Brown,Female,65.0,New,India,Karnataka,Bengaluru,Electronics,Computer,Smartphone,30063.12,5,10.0,15031.56,55.73,135339.77,136645.57,-1305.8,UPI,Delivered,2026-06-11,2026-06-14,4.5
ORD-1006972,CUST-24194,Ananya Reddy,Female,19.0,New,United States,California,Los Angeles,Fashion,Footwear,Jeans,6272.51,2,,1254.5,209.95,11500.47,9382.31,2118.16,UPI,Delivered,2025-09-19,,4.6
ORD-1006973,CUST-23187,Saurabh Sharma,Male,47.0,VIP,India,Telangana,Hyderabad,Fashion,Women,Jeans,2761.32,2,10.0,552.26,111.83,5082.21,3920.74,1161.47,UPI,Delivered,2023-07-01,2023-07-08,3.9
ORD-1006974,CUST-27458,Vivaan Brown,Female,22.0,New,India,Maharashtra,Mumbai,Books,Fiction,Novel,1051.64,1,20.0,210.33,0.0,841.31,934.57,-93.26,Debit Card,Delivered,2024-11-06,,4.5
ORD-1006975,CUST-24056,Neha Mehta,Female,24.0,New,India,Delhi,Delhi,Books,Fiction,Science Book,2227.52,1,,891.01,53.47,1389.98,2063.78,-673.8,UPI,Delivered,2025-11-08,2025-11-14,4.7
ORD-1006976,CUST-24075,Sophia Taylor,Female,35.0,VIP,Canada,British Columbia,Vancouver,Home & Kitchen,Home Decor,Table Lamp,9484.05,2,0.0,0.0,242.76,19210.86,13771.03,5439.83,UPI,Delivered,2024-12-18,2024-12-26,
ORD-1006977,CUST-33118,Noah Das,Female,38.0,Regular,India,West Bengal,Kolkata,Fashion,Men,Shoes,1286.52,2,40.0,1029.22,44.34,1588.16,2012.84,-424.68,Debit Card,Delivered,2024-01-28,2024-02-01,2.0
ORD-1006978,CUST-28397,Sophia Singh,Female,24.0,New,India,Karnataka,Bengaluru,Home & Kitchen,Furniture,Mixer,14319.26,1,15.0,2147.89,70.24,12241.61,11552.88,688.73,Debit Card,Delivered,2025-09-01,2025-09-09,4.4
ORD-1006979,CUST-12636,Aarav Reddy,Female,19.0,Regular,India,Maharashtra,Mumbai,Electronics,Audio,Laptop,91615.18,1,30.0,27484.55,172.67,64303.3,77361.4,-13058.1,UPI,Delivered,2026-01-14,2026-01-19,5.0
ORD-1006980,CUST-33510,Ananya Patel,Female,41.0,VIP,United Kingdom,England,Birmingham,Beauty,Skincare,Sunscreen,7599.52,1,5.0,379.98,282.87,7502.41,5595.22,1907.19,UPI,Delivered,2025-09-11,2025-09-18,4.1
ORD-1006981,CUST-17010,Aarav Brown,Female,29.0,Regular,United States,Illinois,Chicago,Home & Kitchen,Furniture,Cookware Set,8101.73,1,10.0,810.17,213.73,7505.29,6371.16,1134.13,Credit Card,Cancelled,2025-01-24,2025-01-31,3.8
ORD-1006982,CUST-12032,Aditya Reddy,Female,48.0,Premium,United States,California,Los Angeles,Grocery,Food,Coffee,915.64,2,0.0,0.0,352.53,2183.81,1738.42,445.39,Debit Card,Delivered,2025-12-22,2025-12-30,4.5
ORD-1006983,CUST-17549,Rahul Wilson,Male,46.0,Premium,India,Delhi,Delhi,Fashion,Accessories,Handbag,1973.08,1,15.0,295.96,119.55,1796.67,1470.06,326.61,Net Banking,delivered,2023-08-21,2023-08-26,4.2
ORD-1006984,CUST-20822,Emma Brown,,51.0,Regular,Australia,Western Australia,Perth,Electronics,Computer,Smartphone,45747.1,2,10.0,9149.42,274.04,82618.82,79478.9,3139.92,Debit Card,Delivered,2024-07-11,,4.1
ORD-1006985,CUST-30133,,Male,43.0,Regular,India,Maharashtra,Pune,Electronics,Mobile,Laptop,55974.76,1,5.0,2798.74,102.9,53278.92,46079.63,7199.29,Wallet,Delivered,2024-08-14,2024-08-16,3.8
ORD-1006986,CUST-30393,Sophia Wilson,Male,31.0,Regular,United States,California,Los Angeles,Electronics,Mobile,Smartwatch,42434.1,1,5.0,2121.7,271.89,40584.29,34883.25,5701.04,UPI,delivered,2023-10-01,2023-10-08,5.0
ORD-1006987,CUST-29998,Olivia Brown,Male,68.0,Premium,India,Maharashtra,Pune,Sports,Fitness,Running Shoes,9387.18,1,10.0,938.72,89.6,8538.06,7894.54,643.52,Credit Card,Delivered,2025-05-03,2025-05-12,3.1
ORD-1006988,CUST-15671,Rahul Smith,Male,36.0,Premium,India,Tamil Nadu,Chennai,Sports,Team Sports,Tennis Racket,10522.92,1,30.0,3156.88,189.9,7555.94,9006.58,-1450.64,,Delivered,2025-01-24,2025-01-29,4.8
ORD-1006989,CUST-20838,James Mehta,Male,52.0,Premium,Canada,Alberta,Calgary,Electronics,Audio,Smartphone,15115.56,1,15.0,2267.33,293.14,13141.37,13543.75,-402.38,UPI,Delivered,2024-08-05,2024-08-16,
ORD-1006990,CUST-23484,Aisha Smith,Male,43.0,Regular,Australia,Western Australia,Perth,Fashion,Accessories,Jacket,7659.44,2,25.0,3829.72,412.57,11901.73,11602.86,298.87,Wallet,Delivered,2023-12-02,2023-12-06,3.3
ORD-1006991,CUST-31804,Vivaan Kumar,Female,54.0,Premium,United States,California,Los Angeles,Sports,Outdoor,Yoga Mat,7965.72,2,10.0,1593.14,323.68,14661.98,13933.14,728.84,Credit Card,Delivered,2023-12-20,2023-12-28,4.2
ORD-1006992,CUST-30005,Rohan Das,Male,26.0,New,India,Maharashtra,Pune,Fashion,Men,Shoes,6918.12,2,10.0,1383.62,117.87,12570.49,10115.2,2455.29,debit card,Delivered,2026-07-30,2026-08-04,3.2
ORD-1006993,CUST-19753,Saurabh Smith,Male,23.0,Premium,India,Maharashtra,Pune,Electronics,Wearable,Tablet,7255.99,2,25.0,3627.99,5.54,10889.53,12370.02,-1480.49,UPI,Delivered,2023-01-27,2023-02-02,3.0
ORD-1006994,CUST-29772,Vivaan Gupta,Female,69.0,Premium,United States,California,Los Angeles,Electronics,Mobile,Laptop,59577.08,2,5.0,5957.71,166.67,113363.12,104091.43,9271.69,Cash on Delivery,Delivered,2025-11-28,2025-12-03,4.5
ORD-1006995,CUST-19683,Saurabh Thomas,Other,70.0,VIP,India,Delhi,Delhi,Electronics,Wearable,Smartphone,5327.07,2,25.0,2663.53,122.05,8112.66,8900.33,-787.67,UPI,Returned,2025-12-29,2026-01-01,3.8
ORD-1006996,CUST-11306,Olivia Taylor,Male,47.0,New,India,Gujarat,Ahmedabad,Home & Kitchen,Home Decor,Storage Box,9709.52,1,5.0,485.48,128.42,9352.46,7330.92,2021.54,Debit Card,Delivered,2025-04-16,2025-04-20,4.6
ORD-1006997,CUST-22925,Noah Anderson,Male,37.0,Regular,Australia,New South Wales,Sydney,Beauty,Fragrance,Makeup Kit,9677.97,1,10.0,967.8,277.97,8988.14,6521.74,2466.4,Cash on Delivery,Delivered,2023-10-04,2023-10-09,3.4
ORD-1006998,CUST-10633,Rahul Anderson,Male,21.0,Premium,United States,Texas,Houston,Books,Non-Fiction,Novel,2210.82,2,10.0,442.16,221.51,4200.99,3654.32,546.67,Net Banking,Delivered,2023-05-16,2023-05-20,4.7
ORD-1006999,CUST-19756,Rahul Singh,Male,24.0,New,India,Maharashtra,Pune,Sports,Outdoor,Tennis Racket,3266.8,1,0.0,0.0,81.12,3347.92,2873.16,474.76,UPI,Delivered,2024-09-13,2024-09-19,4.8
ORD-1007000,CUST-34039,Vivaan Mehta,Male,30.0,Premium,United States,New York,New York,Grocery,Food,Snacks Pack,127.63,2,0.0,0.0,267.08,522.34,352.33,170.01,Net Banking,Delivered,2023-03-25,2023-03-29,
ORD-1007001,CUST-22617,Kavya Johnson,Male,58.0,Premium,India,West Bengal,Kolkata,Books,Fiction,Textbook,1009.94,4,10.0,403.98,174.86,3810.64,3651.57,159.07,Cash on Delivery,Delivered,2023-07-06,2023-07-10,4.6
ORD-1007002,CUST-18547,Olivia Brown,Female,53.0,Regular,United States,Texas,Houston,Grocery,Household,Breakfast Cereal,571.22,1,10.0,57.12,211.19,725.29,662.83,62.46,Credit Card,Delivered,2026-06-14,2026-06-18,4.1
ORD-1007003,CUST-17108,James Wilson,Female,45.0,New,Canada,British Columbia,Vancouver,Grocery,Food,Snacks Pack,670.46,4,5.0,134.09,247.89,2795.64,2411.57,384.07,Cash on Delivery,Delivered,2023-10-25,2023-11-05,4.5
